#                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_41_length_44791_cov_39.437601:31732-33159|-   -            476 1856                 -            474  6.1e-284  940.0   0.0   1   1  1.5e-286  6.9e-284  939.8   0.0     1   474     1   475     1   475 0.99 NODE_41_length_44791_cov_39.437601_37 # 31732 # 33159 # -1 # ID=41_37;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.543
NODE_31_length_58399_cov_38.812466:44933-46522|-   -            530 1856                 -            474   1.7e-07   28.4   0.1   2   2       1.2   5.3e+02   -2.9   0.0   259   317   312   374   289   380 0.69 NODE_31_length_58399_cov_38.812466_42 # 44933 # 46522 # -1 # ID=31_42;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.536
NODE_9_length_123825_cov_37.296666:88335-89807|+   -            491 1856                 -            474   0.00022   18.1   0.2   1   3     0.091        42    0.7   0.0    92   144    35    95    16   103 0.70 NODE_9_length_123825_cov_37.296666_77 # 88335 # 89807 # 1 # ID=9_77;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.520
NODE_9_length_123825_cov_37.296666:88335-89807|+   -            491 1856                 -            474   0.00022   18.1   0.2   2   3       1.2   5.7e+02   -3.0   0.0    37    57   212   232   207   246 0.83 NODE_9_length_123825_cov_37.296666_77 # 88335 # 89807 # 1 # ID=9_77;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.520
NODE_9_length_123825_cov_37.296666:88335-89807|+   -            491 1856                 -            474   0.00022   18.1   0.2   3   3   5.7e-06    0.0026   14.6   0.1   129   227   283   376   232   442 0.67 NODE_9_length_123825_cov_37.296666_77 # 88335 # 89807 # 1 # ID=9_77;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.520
NODE_1_length_276430_cov_40.515391:273984-276098|+ -            705 1856                 -            474   0.00031   17.6   0.0   1   2     4e-06    0.0018   15.1   0.0    74   173    42   147    34   169 0.77 NODE_1_length_276430_cov_40.515391_250 # 273984 # 276098 # 1 # ID=1_250;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.509
NODE_1_length_276430_cov_40.515391:273984-276098|+ -            705 1856                 -            474   0.00031   17.6   0.0   2   2       0.2        93   -0.4   0.0   260   326   336   399   329   410 0.70 NODE_1_length_276430_cov_40.515391_250 # 273984 # 276098 # 1 # ID=1_250;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.509
NODE_117_length_4367_cov_50.670283:2-262|-         -             87 1856                 -            474    0.0023   14.8   0.1   1   1   2.2e-05      0.01   12.7   0.1    82   118    50    86     7    87 0.93 NODE_117_length_4367_cov_50.670283_1 # 2 # 262 # -1 # ID=117_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.533
NODE_1_length_276430_cov_40.515391:276169-276429|+ -             87 1856                 -            474    0.0023   14.8   0.1   1   1   2.2e-05      0.01   12.7   0.1    82   118    50    86     7    87 0.93 NODE_1_length_276430_cov_40.515391_251 # 276169 # 276429 # 1 # ID=1_251;partial=01;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.529
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/simonedassisi/busco_downloads/lineages/enterobacteriaceae_odb12/hmms/1856at543.hmm
# Target file:     home/simonedassisi/Desktop/BUSCO_output/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout home/simonedassisi/Desktop/BUSCO_output/run_enterobacteriaceae_odb12/hmmer_output/1856at543.out --cpu 1 /home/simonedassisi/busco_downloads/lineages/enterobacteriaceae_odb12/hmms/1856at543.hmm home/simonedassisi/Desktop/BUSCO_output/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /home/simonedassisi
# Date:            Tue Apr  1 14:30:13 2025
# [ok]
