#                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_2_length_157429_cov_38.171358:121691-122413|- -            241 62145                -            238  6.2e-145  478.9   0.0   1   1  2.1e-147    7e-145  478.7   0.0     1   237     2   238     2   239 0.99 NODE_2_length_157429_cov_38.171358_114 # 121691 # 122413 # -1 # ID=2_114;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.539
NODE_44_length_40808_cov_40.967724:37221-37967|-   -            249 62145                -            238    0.0043   14.6   0.0   1   1   1.7e-05    0.0058   14.2   0.0    57   152    38   134    14   139 0.77 NODE_44_length_40808_cov_40.967724_35 # 37221 # 37967 # -1 # ID=44_35;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.590
NODE_6_length_131096_cov_36.333598:103512-104321|+ -            270 62145                -            238    0.0057   14.2   0.0   1   2   3.4e-05     0.012   13.2   0.0    37    93    65   125    51   140 0.76 NODE_6_length_131096_cov_36.333598_105 # 103512 # 104321 # 1 # ID=6_105;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.514
NODE_6_length_131096_cov_36.333598:103512-104321|+ -            270 62145                -            238    0.0057   14.2   0.0   2   2       2.8   9.5e+02   -2.9   0.0   144   158   164   178   148   194 0.79 NODE_6_length_131096_cov_36.333598_105 # 103512 # 104321 # 1 # ID=6_105;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.514
NODE_2_length_157429_cov_38.171358:18375-19307|+   -            311 62145                -            238     0.045   11.2   0.0   1   1   0.00018     0.061   10.8   0.0    47   107   121   186    91   207 0.75 NODE_2_length_157429_cov_38.171358_17 # 18375 # 19307 # 1 # ID=2_17;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.527
NODE_9_length_123825_cov_37.296666:13541-14278|+   -            246 62145                -            238     0.053   11.0   0.0   1   1   0.00023     0.076   10.5   0.0    57   125    46   119    41   122 0.64 NODE_9_length_123825_cov_37.296666_13 # 13541 # 14278 # 1 # ID=9_13;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.535
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/simonedassisi/busco_downloads/lineages/enterobacteriaceae_odb12/hmms/62145at543.hmm
# Target file:     home/simonedassisi/Desktop/BUSCO_output/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout home/simonedassisi/Desktop/BUSCO_output/run_enterobacteriaceae_odb12/hmmer_output/62145at543.out --cpu 1 /home/simonedassisi/busco_downloads/lineages/enterobacteriaceae_odb12/hmms/62145at543.hmm home/simonedassisi/Desktop/BUSCO_output/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /home/simonedassisi
# Date:            Tue Apr  1 14:30:28 2025
# [ok]
