#                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_614_length_35137_cov_72.104843:3952-4773|-    -            274 9883                 -            258   4.7e-62  207.5   0.0   1   1     2e-64   6.2e-62  207.1   0.0    10   255     8   266     2   268 0.89 NODE_614_length_35137_cov_72.104843_6 # 3952 # 4773 # -1 # ID=265_6;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.532
NODE_877_length_31483_cov_78.652222:15382-16137|+  -            252 9883                 -            258     0.013   12.7   0.0   1   1   6.5e-05      0.02   12.1   0.0    33   102    57   131    47   137 0.83 NODE_877_length_31483_cov_78.652222_15 # 15382 # 16137 # 1 # ID=369_15;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.521
NODE_895_length_14892_cov_65.747314:3015-3785|+    -            257 9883                 -            258     0.044   11.0   0.0   1   1   0.00019      0.06   10.5   0.0    32    98    37   104    28   118 0.73 NODE_895_length_14892_cov_65.747314_5 # 3015 # 3785 # 1 # ID=378_5;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.490
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/simonedassisi/velvet-1.2.10/busco_downloads/lineages/archaea_odb12/hmms/9883at2157.hmm
# Target file:     results/BUSCO_output_velveth21/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout results/BUSCO_output_velveth21/auto_lineage/run_archaea_odb12/hmmer_output/9883at2157.out --cpu 1 /home/simonedassisi/velvet-1.2.10/busco_downloads/lineages/archaea_odb12/hmms/9883at2157.hmm results/BUSCO_output_velveth21/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /home/simonedassisi/velvet-1.2.10
# Date:            Wed Apr  2 19:18:20 2025
# [ok]
